dow_number,lake_name,county,survey_id,survey_date,survey_type,survey_sub_type,species,gear,gear_count,total_catch,cpue,quartile_count_low,quartile_count_high,total_weight,average_weight,quartile_weight_low,quartile_weight_high
01003400,Horseshoe,Aitkin,113701,2004-08-23,Standard Survey,Population Assessment,BOF,Standard gill nets,4,2,0.50,0,.,3825,4.22,3,.
01003400,Horseshoe,Aitkin,113701,2004-08-23,Standard Survey,Population Assessment,BLC,Standard gill nets,4,66,16.50,1,.,6161,0.21,0,.
01003400,Horseshoe,Aitkin,113701,2004-08-23,Standard Survey,Population Assessment,BLB,Standard gill nets,4,2,0.50,1,.,633,0.70,0,.
01003400,Horseshoe,Aitkin,113701,2004-08-23,Standard Survey,Population Assessment,YEP,Standard gill nets,4,79,19.75,8,.,2893,0.08,0,.
01003400,Horseshoe,Aitkin,113701,2004-08-23,Standard Survey,Population Assessment,WAE,Standard trap nets,9,4,0.44,0,.,6419,3.54,1,.
01003400,Horseshoe,Aitkin,113701,2004-08-23,Standard Survey,Population Assessment,BRB,Standard gill nets,4,4,1.00,1,.,2660,1.47,0,.
01003400,Horseshoe,Aitkin,113701,2004-08-23,Standard Survey,Population Assessment,LMB,Standard trap nets,9,1,0.11,0,.,1250,2.76,0,.
01003400,Horseshoe,Aitkin,113701,2004-08-23,Standard Survey,Population Assessment,PMK,Standard trap nets,9,23,2.56,1,.,847,0.08,0,.
01003400,Horseshoe,Aitkin,113701,2004-08-23,Standard Survey,Population Assessment,BLG,Standard trap nets,9,129,14.33,2,.,4752,0.08,0,.
01003400,Horseshoe,Aitkin,113701,2004-08-23,Standard Survey,Population Assessment,BLC,Standard trap nets,9,23,2.56,0,.,3061,0.29,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,BLB,Standard trap nets,9,2,0.22,1,.,791,0.87,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,BRB,Standard trap nets,9,23,2.56,1,.,12380,1.19,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,YEP,Standard trap nets,9,2,0.22,0,.,66,0.07,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,YEB,Standard gill nets,4,9,2.25,0,.,3721,0.91,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,NOP,Standard gill nets,4,11,2.75,4,.,13566,2.72,1,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,YEB,Standard trap nets,9,71,7.89,1,.,28239,0.88,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,NOP,Standard trap nets,9,7,0.78,N,/,8559,2.70,N,/
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,GOS,Standard trap nets,9,1,0.11,0,.,36,0.08,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,WAE,Standard gill nets,4,3,0.75,1,.,5814,4.27,1,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,HSF,Standard trap nets,9,1,0.11,N,/,39,0.09,N,/
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,BLG,Standard gill nets,4,28,7.00,N,/,2413,0.19,N,/
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,PMK,Standard gill nets,4,2,0.50,N,/,140,0.15,N,/
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,BOF,Standard gill nets,4,1,0.25,0,.,2011,4.43,3,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,BLC,Standard gill nets,4,197,49.25,1,.,11034,0.12,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,BLB,Standard gill nets,4,2,0.50,1,.,987,1.09,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,YEP,Standard gill nets,4,93,23.25,8,.,4663,0.11,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,BRB,Standard gill nets,4,9,2.25,1,.,5297,1.30,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,WAE,Standard trap nets,9,4,0.44,0,.,8237,4.54,1,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,LMB,Standard trap nets,9,7,0.78,0,.,9853,3.10,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,PMK,Standard trap nets,9,10,1.11,1,.,959,0.21,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,BLG,Standard trap nets,9,209,23.22,2,.,10891,0.11,0,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,BOF,Standard trap nets,9,2,0.22,0,.,4185,4.61,2,.
01003400,Horseshoe,Aitkin,4260909641580047,2009-08-24,Standard Survey,Population Assessment,BLC,Standard trap nets,9,42,4.67,0,.,3581,0.19,0,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,BRB,Standard gill nets,3,16,5.33,1,.,22.3,1.39,0,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,NOP,Standard gill nets,3,6,2.00,4,.,9.9,1.65,1,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,BLC,Standard gill nets,3,27,9.00,1,.,4.1,0.15,0,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,BOF,Standard trap nets,5,7,1.40,0,.,32.1,4.59,2,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,BLG,Standard trap nets,5,19,3.80,2,.,3.5,0.18,0,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,YEP,Standard trap nets,5,8,1.60,0,.,1.3,0.16,0,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,WAE,Standard gill nets,3,9,3.00,1,.,20.1,2.23,1,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,PMK,Standard gill nets,3,2,0.67,N,/,0.4,0.20,N,/
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,BRB,Standard trap nets,5,71,14.20,1,.,87.6,1.23,0,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,NOP,Standard trap nets,5,2,0.40,N,/,3.6,1.80,N,/
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,BLC,Standard trap nets,5,11,2.20,0,.,3,0.27,0,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,BLB,Standard trap nets,5,6,1.20,1,.,10.5,1.75,0,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,WTS,Standard trap nets,5,1,0.20,0,.,4.3,4.30,1,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,PMK,Standard trap nets,5,37,7.40,1,.,8.4,0.23,0,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,YEP,Standard gill nets,3,33,11.00,8,.,4.8,0.15,0,.
01003400,Horseshoe,Aitkin,113102,1978-09-21,Standard Survey,Initial Survey,YEB,Standard trap nets,5,35,7.00,1,.,33.3,0.95,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,BLB,Standard trap nets,7,3,0.43,1,.,2.7,0.90,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,BRB,Standard trap nets,7,5,0.71,1,.,5.8,1.16,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,YEP,Standard trap nets,7,4,0.57,0,.,0.4,0.10,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,NOP,Standard gill nets,4,14,3.50,4,.,45.7,3.26,1,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,YEB,Standard trap nets,7,34,4.86,1,.,31.7,0.93,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,NOP,Standard trap nets,7,9,1.29,N,/,19.5,2.17,N,/
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,WAE,Standard gill nets,4,11,2.75,1,.,11,1.00,1,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,PMK,Standard gill nets,4,3,0.75,N,/,1,0.33,N,/
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,WTS,Standard gill nets,4,4,1.00,1,.,3.5,0.88,1,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,BLC,Standard gill nets,4,60,15.00,1,.,5.5,0.09,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,BLB,Standard gill nets,4,3,0.75,1,.,1.7,0.57,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,YEP,Standard gill nets,4,56,14.00,8,.,5.9,0.11,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,WAE,Standard trap nets,7,8,1.14,0,.,22.7,2.84,1,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,LMB,Standard trap nets,7,2,0.29,0,.,1.2,0.60,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,PMK,Standard trap nets,7,29,4.14,1,.,4.8,0.17,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,BLG,Standard trap nets,7,77,11.00,2,.,9.9,0.13,0,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,BOF,Standard trap nets,7,2,0.29,0,.,8.5,4.25,2,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,WTS,Standard trap nets,7,1,0.14,0,.,4.1,4.10,1,.
01003400,Horseshoe,Aitkin,113292,1989-08-23,Standard Survey,Population Assessment,BLC,Standard trap nets,7,20,2.86,0,.,4.8,0.24,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,BRB,Standard trap nets,8,19,2.38,1,.,11527,1.34,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,YEP,Standard trap nets,8,60,7.50,0,.,1860,0.07,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,GOS,Survey seining,3,118,39.33,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,SPO,Survey seining,3,33,11.00,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,YEB,Standard gill nets,4,4,1.00,0,.,2033,1.12,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,NOP,Standard gill nets,4,12,3.00,4,.,11581,2.13,1,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,HSF,Survey seining,3,2,0.67,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,YEB,Standard trap nets,8,10,1.25,1,.,3878,0.85,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,NOP,Standard trap nets,8,8,1.00,N,/,3704,1.02,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,LMB,Survey seining,3,33,11.00,N,/,103,0.01,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,BLG,Survey seining,3,143,47.67,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,PMK,Survey seining,3,1,0.33,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,WAE,Standard gill nets,4,13,3.25,1,.,10486,1.78,1,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,BLC,Survey seining,3,68,22.67,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,YEP,Survey seining,3,1020,340.00,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,JND,Survey seining,3,1,0.33,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,BLC,Standard gill nets,4,28,7.00,1,.,3591,0.28,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,BLB,Standard gill nets,4,5,1.25,1,.,2338,1.03,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,YEP,Standard gill nets,4,66,16.50,8,.,2740,0.09,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,BRB,Standard gill nets,4,6,1.50,1,.,4120,1.51,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,WAE,Standard trap nets,8,10,1.25,0,.,13766,3.03,1,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,BLG,Standard trap nets,8,78,9.75,2,.,13214,0.37,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,PMK,Standard trap nets,8,8,1.00,1,.,915,0.25,0,.
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,NOP,Survey seining,3,8,2.67,N,/,55,0.02,N,/
01003400,Horseshoe,Aitkin,113380,1994-08-22,Standard Survey,Re-Survey,BLC,Standard trap nets,8,35,4.38,0,.,7127,0.45,0,.
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,LMB,Backpack electrofishing,1.06111111111111,2,1.88,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,PMK,Backpack electrofishing,1.06111111111111,5,4.71,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,BLG,Backpack electrofishing,1.06111111111111,19,17.91,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,BLC,Backpack electrofishing,1.06111111111111,1,0.94,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,YEP,Backpack electrofishing,1.06111111111111,6,5.65,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,NOP,50-ft beach seine,4,1,0.25,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,TPM,Backpack electrofishing,1.06111111111111,2,1.88,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,GOS,50-ft beach seine,4,153,38.25,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,BLG,15-ft beach seine,2,55,27.50,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,PMK,15-ft beach seine,2,5,2.50,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,BLC,15-ft beach seine,2,20,10.00,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,HSF,50-ft beach seine,4,4,1.00,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,YEB,Backpack electrofishing,1.06111111111111,1,0.94,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,NOP,Backpack electrofishing,1.06111111111111,2,1.88,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,TPM,15-ft beach seine,2,1,0.50,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,GOS,Backpack electrofishing,1.06111111111111,2,1.88,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,LMB,50-ft beach seine,4,2,0.50,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,BLG,50-ft beach seine,4,156,39.00,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,PMK,50-ft beach seine,4,32,8.00,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,HSF,Backpack electrofishing,1.06111111111111,1,0.94,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,BLC,50-ft beach seine,4,127,31.75,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,GOS,15-ft beach seine,2,6,3.00,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,YEP,50-ft beach seine,4,77,19.25,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,JND,50-ft beach seine,4,6,1.50,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,16682222050467000,2022-08-09,Targeted Survey,Targeted Survey,TPM,50-ft beach seine,4,1,0.25,N,/,0,0.00,N,/
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,BRB,Standard trap nets,8,5,0.62,1,.,3188,1.41,0,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,YEP,Standard trap nets,8,19,2.38,0,.,1206,0.14,0,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,YEB,Standard gill nets,4,1,0.25,0,.,35,0.08,0,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,NOP,Standard gill nets,4,29,7.25,4,.,23906,1.82,1,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,YEB,Standard trap nets,8,17,2.12,1,.,7113,0.92,0,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,NOP,Standard trap nets,8,5,0.62,N,/,4982,2.20,N,/
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,HSF,Standard gill nets,4,2,0.50,N,/,46,0.05,N,/
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,SHR,Standard gill nets,4,1,0.25,0,.,990,2.18,1,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,WAE,Standard gill nets,4,3,0.75,1,.,2242,1.65,1,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,HSF,Standard trap nets,8,9,1.12,N,/,440,0.11,N,/
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,BLG,Standard gill nets,4,5,1.25,N,/,123,0.05,N,/
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,PMK,Standard gill nets,4,13,3.25,N,/,601,0.10,N,/
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,WTS,Standard gill nets,4,1,0.25,1,.,1270,2.80,1,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,BLC,Standard gill nets,4,36,9.00,1,.,1002,0.06,0,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,BLB,Standard gill nets,4,1,0.25,1,.,436,0.96,0,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,YEP,Standard gill nets,4,21,5.25,8,.,944,0.10,0,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,BRB,Standard gill nets,4,1,0.25,1,.,760,1.68,0,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,WAE,Standard trap nets,8,1,0.12,0,.,1780,3.92,1,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,PMK,Standard trap nets,8,33,4.12,1,.,3951,0.26,0,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,BLG,Standard trap nets,8,89,11.12,2,.,4765,0.12,0,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,BOF,Standard trap nets,8,3,0.38,0,.,4580,3.37,2,.
01003400,Horseshoe,Aitkin,113618,1999-08-18,Standard Survey,Population Assessment,BLC,Standard trap nets,8,48,6.00,0,.,4572,0.21,0,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,BRB,Standard gill nets,1,1,1.00,1,.,0.5,0.50,0,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,NOP,Standard gill nets,1,7,7.00,2,.,9,1.29,1,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,BLC,Standard gill nets,1,10,10.00,1,.,0.8,0.08,0,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,BOF,Standard trap nets,1,6,6.00,0,.,19,3.17,2,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,BLG,Standard trap nets,1,9,9.00,4,.,2,0.22,0,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,LMB,Standard trap nets,1,1,1.00,0,.,1.4,1.40,0,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,WAE,Standard gill nets,1,1,1.00,0,.,2.5,2.50,1,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,BRB,Standard trap nets,1,10,10.00,0,.,7,0.70,0,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,BLC,Standard trap nets,1,2,2.00,1,.,0.5,0.25,0,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,BLB,Standard trap nets,1,8,8.00,0,.,7.5,0.94,0,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,PMK,Standard trap nets,1,4,4.00,1,.,0.8,0.20,0,.
01015400,Horseshoe,Aitkin,113167,1979-06-13,Standard Survey,Initial Survey,YEP,Standard gill nets,1,1,1.00,1,.,0.1,0.10,0,.
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,NOP,Standard gill nets,6,29,4.83,3,.,24978,1.90,1,.
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,BLC,Standard gill nets,6,2,0.33,1,.,89,0.10,0,.
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,HSF,Standard trap nets,6,15,2.50,N,/,1973,0.29,N,/
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,BOF,Standard trap nets,6,7,1.17,0,.,12755,4.02,3,.
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,BLG,Standard trap nets,6,532,88.67,4,.,11283,0.05,0,.
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,BRB,Standard trap nets,6,2,0.33,0,.,968,1.07,0,.
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,NOP,Standard trap nets,6,8,1.33,N,/,3907,1.08,N,/
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,BLC,Standard trap nets,6,52,8.67,0,.,5388,0.23,0,.
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,YEB,Standard gill nets,6,3,0.50,0,.,877,0.64,0,.
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,PMK,Standard trap nets,6,6,1.00,1,.,429,0.16,0,.
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,YEP,Standard gill nets,6,11,1.83,3,.,794,0.16,0,.
01002200,Island,Aitkin,113483,1996-06-10,Standard Survey,Population Assessment,YEB,Standard trap nets,6,258,43.00,1,.,61300,0.52,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,BLB,Standard trap nets,9,2,0.22,0,.,1120,1.23,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,YEP,Standard trap nets,9,1,0.11,0,.,50,0.11,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,YEB,Standard gill nets,6,6,1.00,0,.,1329,0.49,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,NOP,Standard gill nets,6,14,2.33,3,.,14530,2.29,1,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,YEB,Standard trap nets,9,81,9.00,1,.,4283,0.12,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,NOP,Standard trap nets,9,4,0.44,N,/,1720,0.95,N,/
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,HSF,Standard trap nets,9,21,2.33,N,/,4547,0.48,N,/
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,LMB,Standard gill nets,6,2,0.33,0,.,2088,2.30,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,BLG,Standard gill nets,6,6,1.00,N,/,151,0.06,N,/
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,BOF,Standard gill nets,6,1,0.17,0,.,1658,3.66,2,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,BLC,Standard gill nets,6,35,5.83,1,.,1491,0.09,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,YEP,Standard gill nets,6,19,3.17,3,.,672,0.08,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,BRB,Standard gill nets,6,1,0.17,0,.,467,1.03,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,LMB,Standard trap nets,9,1,0.11,0,.,1515,3.34,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,PMK,Standard trap nets,9,11,1.22,1,.,677,0.14,0,.
01002200,Island,Aitkin,113710,2005-06-06,Standard Survey,Population Assessment,BLG,Standard trap nets,9,138,15.33,4,.,7123,0.11,0,.
